code,name,city,region
OGN,Yonaguni,Yonaguni Jima,Japan
ZAC,York Landing Airport,York Landing,Canada
OKR,Yorke Island Airport,Yorke Island,Australia
YQV,Yorkton Muni,Yorkton,Canada
RNJ,Yoron,Yoron,Japan
JOK,Yoshkar-Ola Airport,Yoshkar-Ola,Russia
YNG,Youngstown Warren Rgnl,Youngstown,United States
UYN,Yulin Airport,Yulin,China
YUM,Yuma Mcas Yuma Intl,Yuma,United States
IWA,Yuzhny,Ivanovo,Russia
TAS,Yuzhny,Tashkent,Uzbekistan
ZAD,Zadar,Zadar,Croatia
ZAG,Zagreb,Zagreb,Croatia
ZAH,Zahedan Intl,Zahedan,Iran
ZAM,Zamboanga Intl,Zamboanga,Philippines
ZMM,Zamora,Zamora,Mexico
ZNZ,Zanzibar,Zanzibar,Tanzania
OZH,Zaporizhzhia International Airport,\N,Ukraine
ZAZ,Zaragoza Ab,Zaragoza,Spain
ZAR,Zaria,Zaria,Nigeria
DJE,Zarzis,Djerba,Tunisia
TLM,Zenata,Tlemcen,Algeria
ZHA,Zhanjiang Airport,Zhanjiang,China
ZAT,Zhaotong Airport,Zhaotong,China
DZN,Zhezkazgan Airport,Zhezkazgan,Kazakhstan
DZH,Zhezkazgan,Dzhezkazgan,Kazakhstan
PZH,Zhob,Zhob,Pakistan
ZGC,Zhongchuan,Lanzhou,China
HSN,Zhoushan Airport,Zhoushan,China
DLC,Zhoushuizi,Dalian,China
ZUH,Zhuhai Airport,Zhuhai,China
IEV,Zhuliany Intl,Kiev,Ukraine
DAC,Zia Intl,Dhaka,Bangladesh
ZIG,Ziguinchor,Ziguinchor,Senegal
ZND,Zinder,Zinder,Niger
ORG,Zorg en Hoop Airport,Paramaribo,Suriname
MCZ,Zumbi Dos Palmares,Maceio,Brazil
ZRH,Zurich,Zurich,Switzerland
EVN,Zvartnots,Yerevan,Armenia
AGH,Ã„ngelholm-Helsingborg Airport,Ã„ngelholm,Sweden
IDY,ÃŽle d'Yeu Airport,ÃŽle d'Yeu,France
ILP,ÃŽle des Pins Airport,\N,New Caledonia
OSD,Ã–stersund Airport,Ã–stersund,Sweden
LCJ,ÅÃ³dÅº WÅ‚adysÅ‚aw Reymont Airport,ÅÃ³dÅº,Poland
ILZ,Å½ilina Airport,Å½ilina,Slovakia
